ids,DataVizRoles_collapsed,YearsDataVizExperience,DataVizCentralityFreelance,ToolsChoiceFreelance,DataVizCentralityEmployee,ToolsChoiceEmployee,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_BeeSwarm,ChartsUsed_Histogram,ChartsUsed_3D,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Flow,ChartsUsed_Waffle,ChartsUsed_Line,ChartsUsed_Scatterplot,ChartsUsed_DotPlot,ChartsUsed_Treemap,ChartsUsed_Heatmap,ChartsUsed_Boxplot,ChartsUsed_Hexbin,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,DV_Technologies2,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,DV_Technologies3,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
035Q,Employee,3,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,5,x,x,x,not chosen,x,x,not chosen,"5,000+ employees",not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Often,Often,Never,Never,Never,Rarely,Sometimes,Never,not chosen,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,NA,Tableau; Power BI; Excel,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,3,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
03N7,EmployeeANDFreelance,7,"Data visualization is one of several things I do in my freelance work, but not a primary or secondary focus in my projects.",I’m able to choose my own tools.,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,K-12 Education,500–999 employees,not chosen,not chosen,not chosen,x,x,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Yes,3,not chosen,x,x,x,not chosen,not chosen,not chosen,Rarely,Sometimes,Rarely,Rarely,Sometimes,Often,Often,Never,Never,Never,Rarely,Often,Never,not chosen,Sometimes,Never,Never,Never,Never,Never,Sometimes,Often,Rarely,Never,Rarely,Often,not chosen,Rarely,Never,Never,Rarely,Often,Never,Never,Often,Never,Never,Never,Never,Data Wrapper; Tableau,Excel; Tableau; Data Wrapper,5,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,x,x,not chosen,not chosen,not chosen,4,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,5,not chosen,not chosen,not chosen,x,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
449,Student,4,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
045N,Employee,4,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,2,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,"1,000–4,999 employees",not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,x,not chosen,not chosen,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Never,Never,Never,Never,Often,Never,Sometimes,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Often,Often,not chosen,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Power BI;Flourish,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,3,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
475,Employee,5,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
04Z9,Employee,2,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
059V,Academic,8,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,not chosen,x,x,x,not chosen,x,x,x,not chosen,x,x,not chosen,x,not chosen,violin,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,not chosen,Often,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,not chosen,Rarely,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,ggplot2;R;pen&paper,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,not chosen,not chosen,not chosen,not chosen,x,x,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
05Bb,Employee,7,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,2,not chosen,not chosen,x,not chosen,not chosen,x,not chosen,Fewer than 20 employees,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Yes,2,x,not chosen,not chosen,not chosen,not chosen,Code generation and help,I use AI regularly to help me with my code. From simple syntax that I forget to writing whole Python scripts to debugging.,Never,Never,Never,Often,Never,Often,Sometimes,Sometimes,Never,Never,Never,Never,Never,not chosen,Often,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Never,Rarely,not chosen,Often,not chosen,not chosen,Often,not chosen,Often,not chosen,Sometimes,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,7,x,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,x,x,x,not chosen,not chosen,not chosen,not chosen,2,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
05X3,Academic,10,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
657,Freelance,19,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,not chosen,not chosen,not chosen,x,x,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,Network,Yes,2,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,not chosen,Often,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,not chosen,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,not chosen,not chosen,7,not chosen,x,not chosen,x,not chosen,x,x,x,not chosen,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,not chosen,not chosen,x,x,not chosen,x,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
069C,Employee,10,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Library,100–499 employees,x,not chosen,not chosen,x,x,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau; pen and paper,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,4,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,Library staff,5,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
070z,Freelance,10,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",I’m able to choose my own tools.,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,10,x,x,x,x,x,not chosen,x,x,not chosen,x,not chosen,x,x,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
723,Employee,4,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Higher Education,"5,000+ employees",not chosen,x,not chosen,x,not chosen,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"Stacked bar chart, dot chart",Yes,1,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,not chosen,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,JMP,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,6,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,5,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
07A1,EmployeeAND,More than 30,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,"1,000–4,999 employees",x,x,not chosen,x,not chosen,x,x,x,x,x,not chosen,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Sometimes,Never,Never,Never,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Sometimes,not chosen,Sometimes,not chosen,not chosen,not chosen,not chosen,Often,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,ggplot2; sf; patchwork,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,11,x,x,not chosen,x,not chosen,not chosen,x,x,not chosen,x,x,x,x,x,x,not chosen,7,not chosen,x,x,not chosen,x,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
07d0,Employee,9,unasked,unasked,"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Fewer than 20 employees,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Never,not chosen,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Often,Never,Sometimes,not chosen,Often,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,9,x,x,x,x,x,not chosen,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen
085n,Employee,13,unasked,unasked,Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,1,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Property,"5,000+ employees",not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,x,not chosen,not chosen,x,x,Visual Tables,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,not chosen,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,not chosen,Tableau,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,3,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,3,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen
08D0,Employee,8,unasked,unasked,"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,2,x,not chosen,not chosen,not chosen,not chosen,not chosen,Energy,20–99 employees,not chosen,x,not chosen,x,not chosen,not chosen,not chosen,x,x,not chosen,not chosen,x,not chosen,not chosen,x,x,Marrimekko,Yes,2,x,not chosen,not chosen,x,not chosen,not chosen,"To generate plotly code, to read data off existing static charts and recreate them as interactives",Never,Never,Sometimes,Often,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Sometimes,Never,not chosen,Never,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Often,Never,Never,not chosen,Often,Never,Never,Rarely,Never,Never,Often,Never,Rarely,Never,Never,Rarely,Layercake,Plotly;Svelte;Observable,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,5,x,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,9,x,x,x,x,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,x,not chosen
957,Employee,13,unasked,unasked,Data visualization is the primary focus of my job.,I’m able to choose my own tools.,1,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen,Fewer than 20 employees,x,x,not chosen,x,x,x,x,x,x,x,x,x,not chosen,not chosen,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,not chosen,Never,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Sometimes,not chosen,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,not chosen,"Excel, PowerPoint, white board",0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,10,x,x,x,x,not chosen,not chosen,x,x,x,x,not chosen,x,not chosen,x,not chosen,not chosen,8,not chosen,x,x,x,not chosen,x,x,x,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,not chosen,x,not chosen
098s,Employee,7,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,0,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished,unfinished
996,Freelance,More than 30,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",I’m able to choose my own tools.,unasked,unasked,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,x,x,not chosen,x,not chosen,not chosen,not chosen,x,x,x,not chosen,x,x,x,x,x,not chosen,No,0,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Never,Never,not chosen,Never,Often,Never,Often,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,not chosen,Sometimes,Sometimes,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,not chosen,R,6,x,not chosen,x,x,not chosen,x,not chosen,not chosen,not chosen,x,not chosen,not chosen,not chosen,not chosen,x,not chosen,0,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,unasked,8,x,x,not chosen,x,x,x,x,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,not chosen,x,x,not chosen,not chosen
